6.356258 92955
4.140225 13947
4.024075 16376
4.707811 33251
5.796032 5982
11.999645 45419
5.498152 88061
3.766877 4554
4.193986 6225
10.450495 43461
7.763311 48107
4.489357 22429
5.513899 5126
4.451794 13442
4.767387 53647
4.326307 35086
3.779083 1870
9.049059 34232
5.695303 14706
3.854229 23694
12.38736 14865
4.687873 15065
3.778968 3496
12.033503 43720
5.21069 102082
3.843973 6645
4.913453 4524
5.569067 1484
4.639449 23766
5.39074 14919
4.866154 17544
4.044121 35189
3.892835 14764
4.098981 45030
4.683047 46981
3.918392 16119
17.016803 19850
3.912151 3119
6.607269 102329
4.203749 42057
3.993795 5425
4.452783 21689
3.727925 14890
3.976986 9004
4.276594 18019
3.667456 6016
3.886606 1133
4.132113 5670
3.926116 4517
6.851563 24548
12.736395 1654
3.633328 2241
17.631201 18050
5.556577 16213
4.089598 23500
5.543275 3163
3.641482 5071
3.7934 2999
6.169643 4627
5.762318 3079
4.056639 1898
3.973588 215
4.476838 50300
5.861402 27044
4.542232 4819
3.899771 12116
7.466059 18788
3.687972 14626
54.786459 102348
4.585476 16272
4.978723 47512
9.641363 35355
4.33476 5118
4.206593 50754
4.541227 2142
4.149652 47168
4.489984 39288
3.58769 3169
3.989086 4638
4.983385 50385
4.716532 13622
3.786076 9987
3.767894 19554
4.286118 40116
6.144653 35483
5.846971 50952
4.710801 22469
11.731314 38900
3.81489 4922
5.163838 40698
4.2073 5878
4.080115 8538
5.711659 14298
5.265463 52208
4.543088 5491
4.449384 20652
4.243665 30719
5.12149 55467
48.565204 16501
5.80041 21267
6.02432 3144
3.870422 34206
4.253927 14437
3.819611 34132
10.866308 43678
38.993237 1432
5.153589 30659
4.59207 51515
5.492748 50218
5.086208 32736
5.61117 5320
5.459903 4798
3.824995 13556
3.756656 27583
5.143904 38964
4.14871 39639
4.597452 4675
3.989008 5115
5.898625 5138
4.703214 35341
3.914846 19205
3.779854 82
3.754359 3325
3.806039 3750
45.587002 46223
11.793256 32562
25.741361 19300
66.072795 8109
3.646362 3387
45.398681 16968
6.648444 101336
3.941729 29297
10.633169 45897
4.419828 14796
13.047619 48373
4.295846 48068
4.70384 2890
4.4608 27834
3.480969 1047
4.534785 4730
3.585411 3929
9.408143 21766
5.089503 26900
4.909139 30290
4.496897 31642
9.319398 86090
29.011911 79828
3.945449 42458
4.114194 30047
6.161104 65307
11.365783 96332
4.329412 27022
5.743789 69207
5.090936 64748
3.724593 484
5.577294 76333
4.023097 4881
42.849601 6890
3.751204 31925
8.263365 46373
8.276187 57526
4.071243 1687
5.742851 3673
5.396101 18931
3.652504 14020
4.266886 24893
4.167057 9130
5.625414 38598
3.728907 774
3.901392 8147
45.511662 17297
39.124675 30770
3.879964 2687
5.459641 5407
3.745934 28042
9.426702 47021
4.545707 8231
5.268571 3676
3.682954 525
4.769239 13735
3.587718 12660
4.694558 22581
4.450163 43687
21.670865 71546
4.057656 3787
40.487314 4993
8.035222 43573
4.432776 66451
8.320848 37980
32.801744 83620
4.145242 27660
6.027234 3195
4.400684 42345
3.92469 2397
4.052725 4718
4.21086 16271
4.706862 13691
3.804696 14651
5.746824 34787
4.237242 4856
4.092062 30670
4.055029 24449
4.325047 4818
10.053818 37140
14.419331 25685
3.624112 15065
4.773308 15951
5.287026 2233
5.617867 5239
5.326032 5516
4.041427 11319
4.047751 4134
4.445256 1903
4.075574 2995
41.09716 26093
5.924157 12347
5.69252 52102
3.769877 5978
4.193228 15608
3.605528 18652
3.997357 585
5.818554 35616
3.589699 1370
3.789822 21949
4.742294 13333
4.030085 13226
4.525005 4795
4.25855 40324
3.84226 420
4.128833 8938
13.361942 23483
4.209815 30608
5.46706 26935
21.863858 27355
41.406709 22474
9.096872 46297
17.357817 23874
5.563898 1504
4.057594 1329
5.650803 13458
9.502013 30304
46.569734 28327
3.816813 35299
5.965145 40696
3.907923 5636
8.116034 25283
3.926105 3988
3.794567 38116
4.733531 15709
3.757148 5455
45.870827 19599
5.5162 1031
4.299229 51236
9.58971 33506
4.023629 25600
4.258116 38249
4.069861 15503
4.213674 25890
9.567243 34518
5.49952 17365
6.397736 24348
5.764236 46614
5.511861 27852
3.695536 2850
3.658657 8281
3.713388 5863
4.236455 45324
14.358106 24537
9.367613 16023
10.741711 54244
4.173417 1134
4.885286 53016
3.983617 19537
5.282944 48156
5.936839 8456
5.029627 27581
3.624238 1457
9.35575 24943
34.387226 31754
7.852216 19315
4.109862 18508
5.492371 45964
5.651298 1012
11.027785 33780
4.268398 45108
14.37652 5190
4.283812 6082
3.805277 4759
4.470854 52593
4.320183 144
4.923707 34287
18.654864 15347
3.662967 17571
10.751418 34957
3.769594 12182
5.341721 168
3.627758 18917
4.106087 1531
3.945276 18058
4.428494 51410
28.993162 17915
4.258093 33911
6.345683 48666
4.639554 4492
6.208054 84464
7.294582 26329
3.577962 19160
4.002544 5215
4.880882 55292
3.900044 15874
3.987637 12494
8.904922 80746
4.601253 15395
3.703737 15364
9.400022 19055
3.88767 261
4.490497 40673
3.544855 8099
6.236841 16745
41.419493 15357
5.715338 46776
3.519292 229
7.989794 19381
57.429023 31198
4.191246 15412
5.443472 53818
3.821553 2445
25.905013 13418
5.201688 9252
5.367363 35101
4.241035 18999
4.046611 6390
4.848846 16153
10.856671 23609
9.25025 30440
9.806621 33302
5.550217 34154
3.984249 5585
4.181997 3888
3.823589 3071
4.915924 15453
3.559903 4975
6.559736 51208
3.764155 7316
4.240827 18906
3.829793 41556
7.995864 82215
6.908536 47323
3.808672 3899
3.686468 5998
4.972649 43828
50.021504 20062
3.519251 948
5.101696 33807
9.587717 40668
4.265017 8207
7.254114 27462
8.464338 31695
3.742167 10835
4.053476 33305
4.479605 11828
3.86055 9806
3.786455 1269
3.917973 13510
3.688488 30095
35.17682 21846
3.9964 14608
4.580814 36204
4.084654 2087
7.513544 50041
3.617169 47479
5.924352 16526
9.350435 43974
3.778222 2733
5.057306 33465
5.341006 10639
3.797803 4186
3.650922 853
5.635209 33563
4.156546 1221
3.745705 16177
5.184113 19862
3.784742 27886
4.000543 35646
4.02473 6565
23.069123 21229
9.835916 16557
4.409855 30728
7.400478 18491
12.671865 75632
5.036414 36772
3.850741 31542
3.755644 16432
3.896847 5351
8.175772 18629
4.140916 27241
5.892851 21031
6.027581 23382
11.162715 44978
42.109717 47141
5.284572 4690
3.715116 2744
3.587543 18189
6.604774 75867
4.045931 2741
4.699881 52315
3.696577 3804
13.493918 77668
10.942301 31461
