10.33605 16274
3.9238 14349
3.784854 2538
4.315686 20362
3.95832 16836
6.046194 40777
5.495416 77446
4.136105 5136
5.803308 22498
5.936154 15151
4.335825 15247
7.311745 3857
4.513107 4208
4.964836 94054
3.674215 40086
4.60105 13787
5.204034 12560
5.31813 65147
3.869111 474
4.931422 4900
5.642579 4995
4.967146 32063
3.98327 7916
34.012761 44769
5.554991 6475
5.855847 15053
4.559638 18914
5.811076 5438
11.339935 48683
4.222007 20643
46.1976 15738
12.458897 17712
4.920599 6048
5.739585 33523
8.737982 98667
6.906107 17426
4.526523 10079
9.554069 25958
4.781585 2656
4.031648 4984
4.289158 2557
4.851341 12750
4.157886 12723
7.248077 76495
10.931444 53961
5.959917 17655
4.187644 4105
5.622162 14666
4.790707 16078
3.826066 12025
4.955522 11679
4.029785 17811
4.698292 31073
6.656691 26463
3.851026 23903
4.731772 17024
3.605409 1390
13.898859 48002
4.481897 59305
5.008047 48353
4.299139 6566
4.843516 16620
47.370526 1257
4.661381 18556
4.071076 51148
5.312507 50227
49.439531 40328
3.983808 583
4.216067 4269
40.298149 43067
5.90146 2216
72.334432 4564
4.168282 5970
4.385021 49905
5.074254 21441
4.760633 7761
3.888779 3653
5.008877 6799
3.740897 2466
11.132017 38504
6.449925 1687
4.660266 37311
21.501459 48018
5.505291 31155
4.050468 1456
5.891053 24981
4.384912 24033
4.581935 39515
4.828648 13989
5.39538 18953
11.706548 20521
5.547717 5764
5.643253 37751
4.41257 31504
15.869177 33071
9.210936 41244
62.763117 24716
43.466833 18393
22.369738 33199
11.295236 84594
4.571384 41778
9.558968 23364
5.521635 3218
5.047101 2684
6.142386 17358
10.672138 51987
5.28894 5611
4.064275 17130
16.040998 20910
4.344993 14273
14.078051 60297
3.784483 3359
8.097078 51615
4.928223 35401
44.850423 41680
3.983685 20737
4.025359 13147
4.024602 15190
5.397787 3032
3.989491 7128
8.096153 37853
4.454001 19728
5.286891 8185
50.047366 99679
5.073763 17853
4.907717 31641
47.811949 8236
5.754013 15274
5.097998 61570
38.369106 2022
5.727267 16518
4.170585 2972
4.362891 5340
5.877349 5957
6.522439 35206
5.66966 51708
3.813312 5509
11.881671 47573
42.904003 75653
5.23287 5464
4.341241 23510
3.758415 3466
4.384116 29423
5.648643 10994
5.939876 62206
4.478252 41630
4.261092 17393
17.552428 31900
43.873801 22929
4.210525 8345
5.364677 40331
53.908886 38839
5.85159 19544
4.397863 18044
48.115537 23497
4.461788 40449
4.709971 18188
4.567921 35102
14.157713 26714
4.607652 286
3.801007 146
10.866937 40718
5.303856 6575
3.79995 5809
5.674536 13533
42.720916 16247
5.720835 2018
5.680505 41762
85.698973 1335
5.482611 53619
37.501058 85218
49.845158 47155
4.499338 41834
4.519616 50157
6.661518 84845
4.786641 13451
13.817229 18505
5.659155 30078
4.642984 54072
3.914017 7767
4.934094 36715
3.688025 16633
15.063605 4738
6.304524 12559
5.788302 3675
3.907351 7824
4.295536 4605
44.735241 17843
4.160469 2915
5.865326 11595
4.919278 20725
6.120302 2211
59.624256 72738
7.935323 18179
4.356524 14720
5.982278 33212
4.356685 8369
4.212897 6069
4.907131 2738
4.471067 7110
4.719547 32828
4.011132 5417
4.701412 2157
6.499628 2574
5.998216 10659
3.890774 4595
3.933423 35323
3.658484 1760
4.510225 5917
4.1568 53809
4.951136 52756
4.133786 8464
4.715746 48975
6.225386 5852
4.012283 5315
15.968437 38158
5.483057 7324
10.641052 53328
10.025051 30088
5.122959 52114
4.321257 3667
5.939051 15254
9.682335 33479
3.803387 7615
4.535186 2821
47.898705 65509
8.119984 16620
3.9705 18242
6.718045 16891
4.764855 2048
50.62617 25550
3.895234 14295
4.189188 17872
5.498234 803
11.932163 32755
5.570252 28510
4.064441 25609
14.862261 97267
5.337258 50568
4.476048 401
4.724312 13089
3.863363 41633
6.325327 88273
4.239452 17401
5.36311 15196
4.686488 49864
8.083633 19747
13.644629 50459
5.71449 100
4.203108 36876
25.842659 36324
5.741234 28830
4.317099 37102
5.789796 3822
5.640234 16123
6.134287 5725
5.152333 37961
6.528408 5281
5.352736 3806
5.727025 3033
44.431043 61645
3.731589 12343
3.993079 2637
4.450115 1849
4.915599 24544
13.385577 53134
4.030338 3100
11.745723 26179
6.300429 86596
50.992015 42446
4.191927 9624
4.808375 35024
4.71717 43165
4.402342 18226
5.606627 51124
4.285106 14476
21.722755 33489
7.856593 22443
4.534045 4996
11.500881 23096
4.421438 1147
5.713854 31654
15.474703 75269
4.232971 7825
6.255584 37620
4.915143 2640
3.908463 1944
5.535986 42754
4.531669 3486
11.743294 66491
4.60257 7161
9.823506 39004
4.895355 53648
5.441051 54222
5.794518 15245
52.469946 56453
4.183919 15257
30.006463 24559
5.984103 3809
5.733958 14193
4.55574 53182
5.489571 29745
23.937574 41805
3.8741 3804
5.16705 3418
5.653896 30048
3.834372 14714
4.042337 26308
4.698005 43499
4.62124 28647
6.665426 48392
4.26125 4945
5.762436 24111
4.279899 2706
13.129719 17159
6.604239 20251
6.409827 27900
4.422034 112
5.243182 4063
4.140337 34591
4.708868 18285
21.309129 46694
7.006552 31923
4.044401 35796
36.101491 30794
3.810322 19264
4.81239 23478
5.588688 777
5.168811 1375
5.607191 5452
4.344211 747
19.834552 14839
5.36616 13668
47.687036 16389
4.611933 15536
3.721248 21615
6.05449 54024
4.89974 14443
3.842752 14924
3.925255 2864
4.450351 31297
46.873925 18434
9.307487 89767
5.599333 16343
4.819585 49847
3.951973 2105
10.102515 43249
5.516471 33856
5.29884 32161
4.153661 4537
4.017697 3441
3.76136 4204
3.96025 1998
4.897543 38814
4.03619 39524
46.480244 39029
4.072603 13588
5.657434 25500
4.591982 2187
3.763773 4254
3.71653 35302
5.688299 3422
46.239122 21504
4.241713 30016
4.356183 30355
4.908956 24298
6.480988 22974
5.523791 5199
4.857376 35546
4.878993 2134
4.20861 38936
55.753645 7125
6.965097 66427
5.690249 15757
4.245653 4609
6.077775 2462
4.428127 14000
13.390969 36383
3.871834 46334
4.527461 1201
5.801573 14198
31156.553459 24343
5.88246 40591
9.657424 53090
3.907824 11376
4.20677 13971
8.395702 44575
4.555475 51310
3.999105 16288
5.605845 32615
6.004512 13979
4.000342 8688
4.317658 6112
5.395509 15067
5.207521 5600
5.890582 4520
4.022449 48930
4.029404 17755
5.839285 72
4.453031 36729
4.023512 51096
4.065291 23094
4.673905 5025
5.78056 32532
5.559531 47103
4.603677 33575
5.158188 58151
3.927537 1400
6.342458 73964
5.690856 25027
4.274192 14262
6.016122 14427
5.112805 8538
4.205699 2320
5.427624 20322
21.66322 37192
5.76899 44292
4.959463 43278
4.889815 30479
4.512599 50223
5.678548 4227
8.52089 208
3.727743 19156
51.368622 2078
5.873059 20253
5.31381 23728
3.558638 15408
15.354702 45925
5.332416 5157
59.356385 17801
3.997314 29150
16.704824 1297
5.534745 2011
4.368714 20083
5.540555 41220
7.636808 18151
5.130636 19095
5.287639 4184
5.312794 9853
4.09432 37936
4.154606 3356
3.905825 17414
4.25273 16527
3.998309 5776
4.034398 4120
3.979385 4583
4.277849 81443
5.945699 966
5.927058 4608
3.777486 1900
6.935113 40829
47.400436 43041
4.107737 4216
3.898965 18639
3.593132 35358
5.691118 3862
4.721626 56
6.815575 34277
52.112791 31865
8.344444 43148
5.327155 3955
4.365067 26662
5.062306 53424
3.72062 11153
6.875366 99292
10.215584 16257
6.638812 66020
5.77909 25644
4.349274 32292
6.495421 12273
9.723519 27068
8.577909 19263
3.766188 921
4.477765 43710
7.766458 36923
4.461653 16243
9.097806 37957
58.065653 14164
4.224644 2908
4.9314 14081
5.952452 40574
15.056899 4419
18.857073 16381
15.01483 86390
4.400514 47370
4.098447 5446
11.402791 5986
10.113023 30488
4.278993 60931
5.697707 22460
5.713812 104
4.638774 27413
5.798229 11846
3.871815 5943
47.869696 26567
11.634456 1895
9.095562 17392
6.119385 11791
5.279848 23396
4.070266 8726
6.139624 52110
8.501626 41369
4.047174 19272
59.395444 62812
14.845338 27689
4.980829 6063
6.841297 24619
5.176076 53065
4.232132 42282
5.984989 48419
19.187353 3418
15.613348 15432
4.856627 22801
44.312839 92245
3.512061 20226
3.996768 13952
58.144568 92840
53.114312 46839
3.92431 4088
9.335011 25976
6.762688 99037
3.693537 20449
3.978938 5957
5.934081 40871
4.853328 49929
4.754282 21998
5.718423 8297
3.910464 17691
12.631698 18768
3.921844 1831
3.966323 20543
3.474723 9042
5.010836 16738
3.415609 40040
5.106547 22106
5.590154 4954
3.568323 18270
4.534492 2461
4.245158 1899
4.023808 16895
3.9583 1655
4.074121 15926
4.630004 31589
4.081662 13668
4.492335 51380
13.508944 82406
5.00777 2159
4.494562 4850
4.521535 45144
3.921737 949
46.849805 22156
24.371576 24759
5.697403 57457
13.990085 31543
5.804816 612
55.355786 18865
3.945669 12314
9.392286 33503
3.555517 1982
7.376422 47693
5.148351 25592
35.938044 13836
4.103591 27481
3.708357 6708
3.567177 31103
4.180304 61612
4.374079 37762
5.274239 2142
8.574613 17424
68.968193 72698
5.54334 33107
4.003524 16851
3.798746 28208
5.949801 10028
5.719626 5677
11.536606 11139
3.815229 23435
4.85097 55789
24.478651 24138
4.141169 16679
3.70709 22955
5.042686 59772
11.325707 26624
9.366463 16791
3.69622 31972
5.411989 23537
4.128056 218
4.64533 28661
4.31646 48534
5.181497 13865
4.540639 41934
3.942983 6862
4.630021 3490
5.487702 50441
5.535389 21383
3.479758 2416
3.606617 20959
4.183474 14901
5.348639 1010
6.255189 33867
5.883178 4755
5.320843 2791
3.667097 49145
5.737825 5283
15.727371 97357
5.629021 17920
5.285393 14199
4.531749 4323
14.312793 41419
10.766822 31571
4.372288 40318
4.435382 35122
40.248056 30179
5.717848 19343
4.920025 47036
3.977726 48894
6.277835 19223
7.199309 51328
4.839788 6112
3.763381 39076
5.028436 15209
5.325589 29529
12.087373 31813
11.293506 53643
3.902597 2815
4.469522 3785
6.172714 43196
54.342833 39996
32.076524 33611
6.279295 78867
4.184497 29967
5.635012 38407
4.199161 40937
5.221257 4491
5.188351 5272
3.653964 3792
4.352319 4148
4.427176 42213
3.785183 19138
5.733921 51560
6.026014 28864
39.839883 17038
4.490715 4332
9.323639 7430
3.67221 3385
3.66231 3805
4.393612 9728
4.681901 3984
19.335042 26478
5.236186 39847
3.842486 16528
5.631439 52080
4.497177 76231
5.987517 3082
4.515935 10500
4.809029 8844
4.013916 62604
4.928032 33138
3.613654 9054
3.456014 2669
4.483762 97618
4.10805 27223
11.277474 53880
